TIME	IP	REQUEST	SOURCE
2015-02-27 16:18:35	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:18:37	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:18:39	101.226.169.205	/information/3575.html	www.sinbad.com.cn/information/3575.html
2015-02-27 16:18:39	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:18:42	182.118.25.245	/information/45.html	www.sinbad.com.cn/information/45.html
2015-02-27 16:18:43	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:18:44	219.140.242.231	/	-
2015-02-27 16:18:51	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:18:51	203.208.60.97	/destination3016/activity.html	-
2015-02-27 16:18:52	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:18:53	115.28.177.144	/route/routeId332.html	www.sinbad.com.cn/
2015-02-27 16:18:53	121.32.24.126	/routeMatch/routeSearch	www.sinbad.com.cn/routeMatch
2015-02-27 16:18:58	182.118.20.162	/information/3116.html	www.sinbad.com.cn/information/3116.html
2015-02-27 16:18:58	117.41.187.116	/	-
2015-02-27 16:18:59	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:04	219.140.242.231	/toRegister	www.sinbad.com.cn/
2015-02-27 16:19:05	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:07	119.130.186.196	/route/routeId552.html?bsh_bid=584555101&from=timeline&isappinstalled=0	-
2015-02-27 16:19:08	14.23.123.78	/aboutDirect/about.html	www.sinbad.com.cn/
2015-02-27 16:19:09	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:10	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:16	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:17	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:17	219.140.242.231	/	www.sinbad.com.cn/toRegister
2015-02-27 16:19:22	182.118.25.228	/information/509.html	www.sinbad.com.cn/information/509.html
2015-02-27 16:19:24	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:25	119.130.186.196	/route/routeId552.html	www.sinbad.com.cn/
2015-02-27 16:19:27	117.41.187.116	/route/routeId552.html	www.sinbad.com.cn/
2015-02-27 16:19:29	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:32	175.182.178.199	/	-
2015-02-27 16:19:32	111.226.192.231	/	-
2015-02-27 16:19:33	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:34	61.143.225.193	/	-
2015-02-27 16:19:34	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:38	119.130.186.196	/ideaDirect?page=customize	www.sinbad.com.cn/
2015-02-27 16:19:41	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:42	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:42	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:43	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:44	119.130.186.196	/routeMatch	www.sinbad.com.cn/ideaDirect
2015-02-27 16:19:45	119.130.186.196	/	www.sinbad.com.cn/routeMatch
2015-02-27 16:19:49	121.34.150.145	/	-
2015-02-27 16:19:50	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:50	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:19:51	111.226.192.231	/route/routeId517.html	www.sinbad.com.cn/
2015-02-27 16:19:51	175.182.178.199	/globalActivity	www.sinbad.com.cn/
2015-02-27 16:19:52	183.64.111.163	/	-
2015-02-27 16:19:53	175.182.178.199	/	www.sinbad.com.cn/globalActivity
2015-02-27 16:19:55	36.228.227.224	/	-
2015-02-27 16:19:58	61.143.225.193	/route/routeId436.html	www.sinbad.com.cn/
2015-02-27 16:19:59	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:00	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:06	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:06	175.182.178.199	/activity/98.html	www.sinbad.com.cn/globalActivity
2015-02-27 16:20:08	101.226.167.206	/route/routeId369.html	www.sinbad.com.cn/route/routeId369.html
2015-02-27 16:20:10	121.34.150.145	/route/routeId552.html	www.sinbad.com.cn/
2015-02-27 16:20:10	61.143.225.193	/toRegister	www.sinbad.com.cn/route/routeId436.html
2015-02-27 16:20:15	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:15	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:16	36.228.227.224	/route/routeId525.html	www.sinbad.com.cn/
2015-02-27 16:20:16	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:17	183.64.111.163	/route/routeId332.html	www.sinbad.com.cn/
2015-02-27 16:20:21	119.130.186.196	/routeMatch	www.sinbad.com.cn/route/routeId552.html
2015-02-27 16:20:22	119.130.186.196	/	www.sinbad.com.cn/routeMatch
2015-02-27 16:20:23	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:25	203.208.60.96	/destination/6438	-
2015-02-27 16:20:27	182.118.21.253	/routeDetail?routeId=419	www.sinbad.com.cn/routeDetail
2015-02-27 16:20:31	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:31	183.64.111.163	/route/routeId538.html	www.sinbad.com.cn/route/routeId332.html
2015-02-27 16:20:33	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:35	101.226.169.208	/informationDetail/3686	www.sinbad.com.cn/informationDetail/3686
2015-02-27 16:20:37	121.34.150.145	/	-
2015-02-27 16:20:39	115.28.203.70	/	-
2015-02-27 16:20:40	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:40	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:42	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:43	119.130.186.196	/ideaDirect?page=customize	www.sinbad.com.cn/routeMatch
2015-02-27 16:20:45	183.64.111.163	/aboutDirect/contactus.html	www.sinbad.com.cn/route/routeId538.html
2015-02-27 16:20:45	182.118.20.253	/informationDetail/2872	www.sinbad.com.cn/informationDetail/2872
2015-02-27 16:20:48	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:55	175.164.57.255	/	-
2015-02-27 16:20:57	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:20:57	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:03	119.130.186.196	/route/routeId485.html	www.sinbad.com.cn/
2015-02-27 16:21:03	219.139.190.170	/	-
2015-02-27 16:21:08	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:14	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:16	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:17	175.164.57.255	/globalActivity	www.sinbad.com.cn/
2015-02-27 16:21:22	219.139.190.170	/route/routeId386.html	www.sinbad.com.cn/
2015-02-27 16:21:23	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:30	117.41.187.207	/	-
2015-02-27 16:21:31	203.208.60.94	/destination/1078/scenic?page=1	-
2015-02-27 16:21:32	219.139.190.170	/sinbadVIP	www.sinbad.com.cn/route/routeId386.html
2015-02-27 16:21:34	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:35	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:36	122.189.68.180	/	-
2015-02-27 16:21:39	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:39	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:42	219.139.190.170	/routeMatch	www.sinbad.com.cn/sinbadVIP
2015-02-27 16:21:42	219.139.190.170	/	www.sinbad.com.cn/routeMatch
2015-02-27 16:21:49	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:50	117.41.187.207	/globalActivity	www.sinbad.com.cn/
2015-02-27 16:21:57	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:21:57	117.41.187.207	/	www.sinbad.com.cn/globalActivity
2015-02-27 16:21:58	61.55.124.230	/	-
2015-02-27 16:22:00	222.189.48.22	/	-
2015-02-27 16:22:00	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:01	122.189.68.180	/route/routeId332.html	www.sinbad.com.cn/
2015-02-27 16:22:06	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:07	117.41.187.207	/activity/99.html	www.sinbad.com.cn/globalActivity
2015-02-27 16:22:09	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:12	182.118.22.201	/	sinbad.com.cn/
2015-02-27 16:22:15	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:17	61.55.124.230	/route/routeId517.html	www.sinbad.com.cn/
2015-02-27 16:22:17	120.10.208.218	/	-
2015-02-27 16:22:17	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:18	222.189.48.22	/route/routeId392.html	www.sinbad.com.cn/
2015-02-27 16:22:23	203.208.60.98	/routeDetail?routeId=420	-
2015-02-27 16:22:24	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:26	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:26	203.208.60.98	/destination/943/plans?page=-2	-
2015-02-27 16:22:30	61.55.124.230	/globalActivity	www.sinbad.com.cn/route/routeId517.html
2015-02-27 16:22:30	203.208.60.98	/destination/3191/shopping	-
2015-02-27 16:22:35	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:37	122.189.68.180	/route/routeId538.html	www.sinbad.com.cn/route/routeId332.html
2015-02-27 16:22:39	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:41	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:41	120.10.208.218	/route/routeId436.html	www.sinbad.com.cn/
2015-02-27 16:22:44	182.118.21.228	/activity/73.html	sinbad.com.cn/activity/73.html
2015-02-27 16:22:47	113.105.9.58	/aboutDirect?page=cooperation	www.sinbad.com.cn/aboutDirect/about.html
2015-02-27 16:22:51	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:52	120.10.208.218	/route/routeId444.html	www.sinbad.com.cn/route/routeId436.html
2015-02-27 16:22:54	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:56	113.105.9.58	/aboutDirect?page=law	www.sinbad.com.cn/aboutDirect
2015-02-27 16:22:57	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:22:58	122.189.68.180	/route/routeId552.html	www.sinbad.com.cn/route/routeId538.html
2015-02-27 16:23:03	120.10.208.218	/routeMatch	www.sinbad.com.cn/route/routeId444.html
2015-02-27 16:23:05	120.10.208.218	/	www.sinbad.com.cn/routeMatch
2015-02-27 16:23:07	119.29.13.46	/	-
2015-02-27 16:23:07	112.124.127.44	/	-
2015-02-27 16:23:07	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:09	123.244.30.110	/	-
2015-02-27 16:23:09	182.118.20.250	/informationDetail/3533	www.sinbad.com.cn/informationDetail/3533
2015-02-27 16:23:10	113.105.9.58	/aboutDirect?page=contactus	www.sinbad.com.cn/aboutDirect
2015-02-27 16:23:12	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:17	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:22	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:28	123.244.30.110	/route/routeId392.html	www.sinbad.com.cn/
2015-02-27 16:23:30	220.181.108.184	/destination/1000/traffic.html	-
2015-02-27 16:23:33	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:34	119.29.13.46	/aboutDirect/law.html	www.sinbad.com.cn/
2015-02-27 16:23:35	123.125.71.43	/destination/1516/traffic.html	-
2015-02-27 16:23:37	182.118.25.226	/informationDetail/3264	www.sinbad.com.cn/informationDetail/3264
2015-02-27 16:23:38	123.244.30.110	/route/routeId557.html	www.sinbad.com.cn/route/routeId392.html
2015-02-27 16:23:39	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:41	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:41	101.226.169.205	/route/routeId339.html	www.sinbad.com.cn/route/routeId339.html
2015-02-27 16:23:42	182.118.21.224	/route/routeId526.html	www.sinbad.com.cn/route/routeId526.html
2015-02-27 16:23:43	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:45	168.70.55.155	/	-
2015-02-27 16:23:47	119.29.13.46	/ideaDirect?page=customize	www.sinbad.com.cn/aboutDirect/law.html
2015-02-27 16:23:48	123.244.30.110	/	www.sinbad.com.cn/route/routeId557.html
2015-02-27 16:23:50	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:23:50	37.140.141.17	/destination7106/activity.html	-
2015-02-27 16:23:59	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:03	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:03	168.70.55.155	/route/routeId485.html	www.sinbad.com.cn/
2015-02-27 16:24:09	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:09	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:14	119.90.140.90	/	-
2015-02-27 16:24:14	168.70.55.155	/route/routeId525.html	www.sinbad.com.cn/route/routeId485.html
2015-02-27 16:24:18	124.228.95.73	/	-
2015-02-27 16:24:21	203.208.60.99	/destination/3620	-
2015-02-27 16:24:24	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:28	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:33	203.208.60.98	/destination/1646/geography.html	-
2015-02-27 16:24:34	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:34	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:38	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:43	119.90.140.90	/route/routeId552.html	www.sinbad.com.cn/
2015-02-27 16:24:48	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:48	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:49	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:53	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:56	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:57	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:58	119.90.140.90	/	www.sinbad.com.cn/route/routeId552.html
2015-02-27 16:24:59	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:59	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:24:59	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:03	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:04	124.228.124.153	/ideaDirect?page=customize	www.sinbad.com.cn/
2015-02-27 16:25:09	119.130.186.196	/admin/base/baseRoute/list?rel=0005-1&_=1425025508137	www.sinbad.com.cn/login
2015-02-27 16:25:10	182.254.211.66	/	-
2015-02-27 16:25:11	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:12	119.90.140.90	/route/routeId557.html	www.sinbad.com.cn/
2015-02-27 16:25:14	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:18	124.228.124.153	/sinbadVIP	www.sinbad.com.cn/ideaDirect
2015-02-27 16:25:21	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:21	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:24	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:24	119.130.186.196	/admin/base/baseRoute/edit?id=564&rel=0005-1&_=1425025523104	www.sinbad.com.cn/login
2015-02-27 16:25:25	210.21.11.60	/ideaDirect?page=customize	www.sinbad.com.cn/routeMatch
2015-02-27 16:25:25	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:27	119.130.186.196	/	www.sinbad.com.cn/login
2015-02-27 16:25:27	119.130.186.196	/	www.sinbad.com.cn/login
2015-02-27 16:25:29	61.230.25.202	/	-
2015-02-27 16:25:32	182.254.211.66	/route/routeId517.html	www.sinbad.com.cn/
2015-02-27 16:25:32	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:39	220.181.108.142	/destination/6942/shopping.html	-
2015-02-27 16:25:39	115.28.203.70	/	-
2015-02-27 16:25:40	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:41	119.0.59.207	/	-
2015-02-27 16:25:42	60.168.11.20	/	-
2015-02-27 16:25:43	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:45	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:49	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:50	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:25:55	61.230.25.202	/activity?page=fiji	www.sinbad.com.cn/
2015-02-27 16:25:57	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:02	218.5.177.31	/	-
2015-02-27 16:26:04	60.168.11.20	/	www.sinbad.com.cn/
2015-02-27 16:26:05	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:07	61.230.25.202	/aboutDirect/law.html	www.sinbad.com.cn/activity
2015-02-27 16:26:08	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:11	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:14	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:16	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:17	60.168.11.20	/	www.sinbad.com.cn/
2015-02-27 16:26:17	113.241.122.241	/	-
2015-02-27 16:26:18	61.230.25.202	/aboutDirect?page=law	www.sinbad.com.cn/aboutDirect/law.html
2015-02-27 16:26:19	203.208.60.93	/destination/6741	-
2015-02-27 16:26:22	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:26	218.5.177.31	/route/routeId526.html	www.sinbad.com.cn/
2015-02-27 16:26:27	101.226.168.219	/activity/14.html	sinbad.com.cn/activity/14.html
2015-02-27 16:26:31	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:34	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:36	222.186.26.217	/	-
2015-02-27 16:26:37	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:38	113.241.122.241	/route/routeId531.html	www.sinbad.com.cn/
2015-02-27 16:26:39	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:41	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:47	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:26:50	182.118.25.227	/destination1641/Iran.html	sinbad.com.cn/destination1641/Iran.html
2015-02-27 16:26:57	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:00	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:02	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:04	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:08	115.60.7.147	/	-
2015-02-27 16:27:08	222.186.26.217	/aboutDirect/law.html	www.sinbad.com.cn/
2015-02-27 16:27:09	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:12	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:18	223.79.28.234	/	-
2015-02-27 16:27:23	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:25	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:28	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:29	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:31	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:32	115.60.7.147	/hotelIndex	www.sinbad.com.cn/
2015-02-27 16:27:33	203.195.167.185	/	-
2015-02-27 16:27:34	218.104.173.11	/	-
2015-02-27 16:27:37	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:43	58.100.8.240	/	-
2015-02-27 16:27:45	223.79.28.234	/route/routeId332.html	www.sinbad.com.cn/
2015-02-27 16:27:49	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:51	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:54	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:54	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:55	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:56	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:27:57	203.195.167.185	/route/routeId552.html	www.sinbad.com.cn/
2015-02-27 16:28:01	39.180.212.177	/	-
2015-02-27 16:28:02	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:06	58.100.8.240	/aboutDirect/contactus.html	www.sinbad.com.cn/
2015-02-27 16:28:07	112.124.127.44	/	-
2015-02-27 16:28:07	203.195.167.185	/	www.sinbad.com.cn/route/routeId552.html
2015-02-27 16:28:09	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:15	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:16	58.100.8.240	/aboutDirect/cooperation.html	www.sinbad.com.cn/aboutDirect/contactus.html
2015-02-27 16:28:17	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:17	203.195.167.185	/route/routeId392.html	www.sinbad.com.cn/
2015-02-27 16:28:18	203.208.60.108	/destination6091/activity.html	-
2015-02-27 16:28:19	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:19	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:21	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:25	58.100.8.240	/aboutDirect/contactus.html	www.sinbad.com.cn/aboutDirect/cooperation.html
2015-02-27 16:28:26	39.180.212.177	/route/routeId392.html	www.sinbad.com.cn/
2015-02-27 16:28:27	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:29	222.220.162.121	/	-
2015-02-27 16:28:37	39.180.212.177	/aboutDirect/cooperation.html	www.sinbad.com.cn/route/routeId392.html
2015-02-27 16:28:38	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:40	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:42	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:44	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:45	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:46	182.118.20.249	/destination4995/Ukraine.html	sinbad.com.cn/destination4995/Ukraine.html
2015-02-27 16:28:47	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:52	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:28:55	222.220.162.121	/ideaDirect/brand.html	www.sinbad.com.cn/
2015-02-27 16:28:59	119.130.186.196	/upload/	www.sinbad.com.cn/login
2015-02-27 16:29:05	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:29:07	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:29:08	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:29:09	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:29:11	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:29:12	119.130.186.196	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
2015-02-27 16:29:17	183.47.228.117	/admin/remind/newOrderRemind	www.sinbad.com.cn/login
